,Message,Category
3782,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
2082,I'm aight. Wat's happening on your side.,ham
714,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham
4876,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
2776,We confirm eating at esplanade?,ham
2021,Anything lor but toa payoh got place 2 walk meh...,ham
4685,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
2992,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
3885,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
2952,Hey now am free you can call me.,ham
3630,Should I head straight there or what,ham
327,Hi da:)how is the todays class?,ham
2250,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",spam
5049,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,ham
42,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam
4363,"I can't right this second, gotta hit people up first",ham
5481,Shall call now dear having food,ham
2094,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
3385,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
5097,Sorry about that this is my mates phone and i didnt write it love Kate,ham
3654,It has issues right now. Ill fix for her by tomorrow.,ham
3038,Cos darren say ü considering mah so i ask ü...,ham
341,Ok that's great thanx a lot.,ham
3409,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,spam
4900,"Haha, that was the first person I was gonna ask",ham
2616,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham
129,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham
4045,"Yes, my reg is  Ciao!",ham
681,What is this 'hex' place you talk of? Explain!,ham
3989,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham
2662,Do you know when dad will be back?,ham
4429,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
1752,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham
2196,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",ham
260,I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham
1185,"Yo, you around? Just got my car back",ham
1544,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam
3043,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
663,Sorry me going home first... Daddy come fetch ü later...,ham
4449,I sent them. Do you like?,ham
4605,THANX 4 PUTTIN DA FONE DOWN ON ME!!,ham
1134,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
2198,Bring it if you got it,ham
4511,This weekend is fine (an excuse not to do too much decorating),ham
1559,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham
1300,Great to hear you are settling well. So what's happenin wit ola?,ham
5260,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
2398,Neshanth..tel me who r u?,ham
3426,True. Its easier with her here.,ham
2831,Howz that persons story,ham
3349,"Sorry, I'll call later",ham
2719,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
478,Tension ah?what machi?any problem?,ham
286,"K, I might come by tonight then if my class lets out early",ham
2069,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham
4450,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
4729,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
3404,Good night my dear.. Sleepwell&amp;Take care,ham
698,meet you in corporation st outside gap … you can see how my mind is working!,ham
789,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",spam
4857,yes baby! I need to stretch open your pussy!,ham
4719,My uncles in Atlanta. Wish you guys a great semester.,ham
866,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,spam
363,Check audrey's status right now,ham
2779,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
1529,Hey what happen de. Are you alright.,ham
2791,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam
2032,"I noe la... U wana pei bf oso rite... K lor, other days den...",ham
4628,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
987,I'm in office now . I will call you  &lt;#&gt;  min:),ham
553,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",ham
2288,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham
2982,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
2106,I fetch yun or u fetch?,ham
3281,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham
2357,No..he joined today itself.,ham
3101,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
5108,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
2720,Go where n buy? Juz buy when we get there lar.,ham
4421,Ok i msg u b4 i leave my house.,ham
3055,What happened to our yo date?,ham
2318,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham
476,Ok I'm gonna head up to usf in like fifteen minutes,ham
4490,The new deus ex game comin early next yr,ham
2806,I think it's all still in my car,ham
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,ham
574,Waiting for your call.,ham
2598,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",ham
78,Does not operate after  &lt;#&gt;  or what,ham
1535,Remember on that day..,ham
4107,K then 2marrow are you coming to class.,ham
4409,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,ham
2233,Nothing just getting msgs by dis name wit different no's..,ham
5089,What type of stuff do you sing?,ham
2139,K still are you loving me.,ham
2460,Nope. Meanwhile she talk say make i greet you.,ham
927,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,ham
383,Hey leave it. not a big deal:-) take care.,ham
1821,I'll probably be by tomorrow (or even later tonight if something's going on),ham
3670,Yeah imma come over cause jay wants to do some drugs,ham
4185,I just really need shit before tomorrow and I know you won't be awake before like 6,ham
3191,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,ham
3103,Even if he my friend he is a priest call him now,ham
3203,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham
1146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
2124,#ERROR!,spam
5305,Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,ham
3424,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,spam
1920,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,ham
5533,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june.",ham
5239,"Jay wants to work out first, how's 4 sound?",ham
689,Thanks love. But am i doing torch or bold.,ham
399,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham
163,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham
1319,Ok...,ham
1293,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,ham
4071,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
1760,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,ham
629,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam
1686,Cramps stopped. Going back to sleep,ham
2864,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",ham
2710,Sorry de i went to shop.,ham
3708,Aight do you still want to get money,ham
2523,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,ham
2438,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam
1816,Sian... Aft meeting supervisor got work 2 do liao... U working now?,ham
1886,I think asking for a gym is the excuse for lazy people. I jog.,ham
180,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
3062,What u talking bout early morning? It's almost noon where your at!,ham
4758,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham
944,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,ham
4665,Mum not going robinson already.,ham
2298,Draw va?i dont think so:),ham
618,For my family happiness..,ham
2401,Hi! This is Roger from CL. How are you?,ham
1257,"Not yet chikku..going to room nw, i'm in bus..",ham
2567,You in your room? I need a few,ham
3462,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",ham
4853,I liked your new house,ham
5157,K k:) sms chat with me.,ham
2388,Also where's the piece,ham
1010,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",ham
4177,He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
3764,K.i will send in  &lt;#&gt;  min:),ham
149,K..i deleted my contact that why?,ham
1766,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham
4577,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
